,user,datetime,method,request,status,size,page,date,page_category,time_on_page,is_idle,session_identification 
2375,31.13.115.16,2021-07-20 15:10:37+08:00,GET,quiz,200,63799,covid-19,20,quiz,0:00:00,True,2
2376,31.13.115.5,2021-07-20 15:10:37+08:00,GET,quiz,200,63799,covid-19,20,quiz,3 days 14:58:57,True,1
2377,175.137.134.115,2021-07-20 15:12:22+08:00,GET,dashboard,200,51163,covid-19,20,dashboard,0 days 00:00:01,False,1
2378,175.137.134.115,2021-07-20 15:12:23+08:00,GET,_dashboard_list?token=%20eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJwYXlsb2FkIjp7InVzZXJfaWQiOjc5MCwidXNlcl90eXBlIjoiQ3VzdG9tZXIiLCJ1c2VyX2VtYWlsIjoibGlsbGlhbnd5a0BnbWFpbC5jb20iLCJ1c2VyX25hbWUiOiJMaWxsaWFuIFdhbmciLCJ1c2VyX2dlbmRlciI6ImZlbWFsZSIsInVzZXJfYWdlIjoiMTk4NCIsInVzZXJfcGhvbmUiOiIwMTk4ODg3OTI5IiwidXNlcl9yYWNlIjoiQ2hpbmVzZSIsImNhbXBhaWduX2lkIjoiMTgyIiwiY2FtcGFpZ25fbmFtZSI6IlZhY2NpbmF0aW9uIEF3YXJlbmVzcyBDYW1wYWlnbiIsImNhbXBhaWduX3R5cGUiOiJvbmxpbmUiLCJjYW1wYWlnbl9sYW5kaW5nX3BhZ2UiOiJodHRwczovL2Z1eW9oLWFkcy5jb20vY2FtcGFpZ25fbGFuZGluZ19wYWdlLyJ9LCJpYXQiOjE2MjY3NjI3MDgsImV4cCI6MTYyNjc4MDcwOH0.Jqzs0ziHqqIJt3tnUqcuIM9ZOyQb5K7mpwNdNiXT9kw,200,5822,covid-19,20,dashboard,0 days 00:06:12,False,1
2379,183.171.18.234,2021-07-20 15:17:43+08:00,GET,quiz?fbclid=IwAR3GQpRpAqD9qbuJjxn-W9IDkMAyQqlrQ287NdZQXAMrfu80MzEYbUBIkz4,200,63799,covid-19,20,quiz,0:00:00,True,1
2380,175.137.134.115,2021-07-20 15:18:35+08:00,GET,dashboard,200,51163,covid-19,20,dashboard,0 days 00:00:06,False,1
2381,175.137.134.115,2021-07-20 15:18:41+08:00,GET,_dashboard_list?token=%20eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJwYXlsb2FkIjp7InVzZXJfaWQiOjc5MCwidXNlcl90eXBlIjoiQ3VzdG9tZXIiLCJ1c2VyX2VtYWlsIjoibGlsbGlhbnd5a0BnbWFpbC5jb20iLCJ1c2VyX25hbWUiOiJMaWxsaWFuIFdhbmciLCJ1c2VyX2dlbmRlciI6ImZlbWFsZSIsInVzZXJfYWdlIjoiMTk4NCIsInVzZXJfcGhvbmUiOiIwMTk4ODg3OTI5IiwidXNlcl9yYWNlIjoiQ2hpbmVzZSIsImNhbXBhaWduX2lkIjoiMTgyIiwiY2FtcGFpZ25fbmFtZSI6IlZhY2NpbmF0aW9uIEF3YXJlbmVzcyBDYW1wYWlnbiIsImNhbXBhaWduX3R5cGUiOiJvbmxpbmUiLCJjYW1wYWlnbl9sYW5kaW5nX3BhZ2UiOiJodHRwczovL2Z1eW9oLWFkcy5jb20vY2FtcGFpZ25fbGFuZGluZ19wYWdlLyJ9LCJpYXQiOjE2MjY3NjI3MDgsImV4cCI6MTYyNjc4MDcwOH0.Jqzs0ziHqqIJt3tnUqcuIM9ZOyQb5K7mpwNdNiXT9kw,200,5822,covid-19,20,dashboard,0 days 00:00:04,False,1
2382,175.137.134.115,2021-07-20 15:18:45+08:00,GET,available_rewards,200,536377,covid-19,20,available_rewards,0 days 00:00:36,False,1
2383,175.137.134.115,2021-07-20 15:19:21+08:00,GET,scoreboard,200,29499,covid-19,20,scoreboard,0 days 00:00:01,False,1
2384,175.137.134.115,2021-07-20 15:19:22+08:00,GET,_scoreboard_list?token=%20eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJwYXlsb2FkIjp7InVzZXJfaWQiOjc5MCwidXNlcl90eXBlIjoiQ3VzdG9tZXIiLCJ1c2VyX2VtYWlsIjoibGlsbGlhbnd5a0BnbWFpbC5jb20iLCJ1c2VyX25hbWUiOiJMaWxsaWFuIFdhbmciLCJ1c2VyX2dlbmRlciI6ImZlbWFsZSIsInVzZXJfYWdlIjoiMTk4NCIsInVzZXJfcGhvbmUiOiIwMTk4ODg3OTI5IiwidXNlcl9yYWNlIjoiQ2hpbmVzZSIsImNhbXBhaWduX2lkIjoiMTgyIiwiY2FtcGFpZ25fbmFtZSI6IlZhY2NpbmF0aW9uIEF3YXJlbmVzcyBDYW1wYWlnbiIsImNhbXBhaWduX3R5cGUiOiJvbmxpbmUiLCJjYW1wYWlnbl9sYW5kaW5nX3BhZ2UiOiJodHRwczovL2Z1eW9oLWFkcy5jb20vY2FtcGFpZ25fbGFuZGluZ19wYWdlLyJ9LCJpYXQiOjE2MjY3NjI3MDgsImV4cCI6MTYyNjc4MDcwOH0.Jqzs0ziHqqIJt3tnUqcuIM9ZOyQb5K7mpwNdNiXT9kw,200,9049,covid-19,20,scoreboard,0 days 00:00:39,False,1
2385,175.137.134.115,2021-07-20 15:20:01+08:00,GET,_dashboard_list?token=%20eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJwYXlsb2FkIjp7InVzZXJfaWQiOjc5MCwidXNlcl90eXBlIjoiQ3VzdG9tZXIiLCJ1c2VyX2VtYWlsIjoibGlsbGlhbnd5a0BnbWFpbC5jb20iLCJ1c2VyX25hbWUiOiJMaWxsaWFuIFdhbmciLCJ1c2VyX2dlbmRlciI6ImZlbWFsZSIsInVzZXJfYWdlIjoiMTk4NCIsInVzZXJfcGhvbmUiOiIwMTk4ODg3OTI5IiwidXNlcl9yYWNlIjoiQ2hpbmVzZSIsImNhbXBhaWduX2lkIjoiMTgyIiwiY2FtcGFpZ25fbmFtZSI6IlZhY2NpbmF0aW9uIEF3YXJlbmVzcyBDYW1wYWlnbiIsImNhbXBhaWduX3R5cGUiOiJvbmxpbmUiLCJjYW1wYWlnbl9sYW5kaW5nX3BhZ2UiOiJodHRwczovL2Z1eW9oLWFkcy5jb20vY2FtcGFpZ25fbGFuZGluZ19wYWdlLyJ9LCJpYXQiOjE2MjY3NjI3MDgsImV4cCI6MTYyNjc4MDcwOH0.Jqzs0ziHqqIJt3tnUqcuIM9ZOyQb5K7mpwNdNiXT9kw,200,5822,covid-19,20,dashboard,0:00:01,False,1
2386,175.137.134.115,2021-07-20 15:20:01+08:00,GET,dashboard,200,51163,covid-19,20,dashboard,0 days 00:00:05,False,1
2387,175.137.134.115,2021-07-20 15:20:06+08:00,GET,profile,200,27529,covid-19,20,profile,0 days 00:00:01,False,1
2388,175.137.134.115,2021-07-20 15:20:07+08:00,GET,_profile_list?token=%20eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJwYXlsb2FkIjp7InVzZXJfaWQiOjc5MCwidXNlcl90eXBlIjoiQ3VzdG9tZXIiLCJ1c2VyX2VtYWlsIjoibGlsbGlhbnd5a0BnbWFpbC5jb20iLCJ1c2VyX25hbWUiOiJMaWxsaWFuIFdhbmciLCJ1c2VyX2dlbmRlciI6ImZlbWFsZSIsInVzZXJfYWdlIjoiMTk4NCIsInVzZXJfcGhvbmUiOiIwMTk4ODg3OTI5IiwidXNlcl9yYWNlIjoiQ2hpbmVzZSIsImNhbXBhaWduX2lkIjoiMTgyIiwiY2FtcGFpZ25fbmFtZSI6IlZhY2NpbmF0aW9uIEF3YXJlbmVzcyBDYW1wYWlnbiIsImNhbXBhaWduX3R5cGUiOiJvbmxpbmUiLCJjYW1wYWlnbl9sYW5kaW5nX3BhZ2UiOiJodHRwczovL2Z1eW9oLWFkcy5jb20vY2FtcGFpZ25fbGFuZGluZ19wYWdlLyJ9LCJpYXQiOjE2MjY3NjI3MDgsImV4cCI6MTYyNjc4MDcwOH0.Jqzs0ziHqqIJt3tnUqcuIM9ZOyQb5K7mpwNdNiXT9kw,200,305,covid-19,20,profile,0 days 00:00:14,False,1
2389,175.137.134.115,2021-07-20 15:20:21+08:00,GET,available_rewards,200,536377,covid-19,20,available_rewards,0 days 00:00:04,False,1
2390,175.137.134.115,2021-07-20 15:20:25+08:00,GET,dashboard,200,51163,covid-19,20,dashboard,0 days 00:00:01,False,1
2391,175.137.134.115,2021-07-20 15:20:26+08:00,GET,_dashboard_list?token=%20eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJwYXlsb2FkIjp7InVzZXJfaWQiOjc5MCwidXNlcl90eXBlIjoiQ3VzdG9tZXIiLCJ1c2VyX2VtYWlsIjoibGlsbGlhbnd5a0BnbWFpbC5jb20iLCJ1c2VyX25hbWUiOiJMaWxsaWFuIFdhbmciLCJ1c2VyX2dlbmRlciI6ImZlbWFsZSIsInVzZXJfYWdlIjoiMTk4NCIsInVzZXJfcGhvbmUiOiIwMTk4ODg3OTI5IiwidXNlcl9yYWNlIjoiQ2hpbmVzZSIsImNhbXBhaWduX2lkIjoiMTgyIiwiY2FtcGFpZ25fbmFtZSI6IlZhY2NpbmF0aW9uIEF3YXJlbmVzcyBDYW1wYWlnbiIsImNhbXBhaWduX3R5cGUiOiJvbmxpbmUiLCJjYW1wYWlnbl9sYW5kaW5nX3BhZ2UiOiJodHRwczovL2Z1eW9oLWFkcy5jb20vY2FtcGFpZ25fbGFuZGluZ19wYWdlLyJ9LCJpYXQiOjE2MjY3NjI3MDgsImV4cCI6MTYyNjc4MDcwOH0.Jqzs0ziHqqIJt3tnUqcuIM9ZOyQb5K7mpwNdNiXT9kw,200,5822,covid-19,20,dashboard,0 days 00:01:16,False,1
2392,175.137.134.115,2021-07-20 15:21:42+08:00,GET,dashboard/,200,51163,covid-19,20,dashboard,0 days 00:00:01,False,1
2393,175.137.134.115,2021-07-20 15:21:43+08:00,GET,_dashboard_list?token=%20eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJwYXlsb2FkIjp7InVzZXJfaWQiOjc5MCwidXNlcl90eXBlIjoiQ3VzdG9tZXIiLCJ1c2VyX2VtYWlsIjoibGlsbGlhbnd5a0BnbWFpbC5jb20iLCJ1c2VyX25hbWUiOiJMaWxsaWFuIFdhbmciLCJ1c2VyX2dlbmRlciI6ImZlbWFsZSIsInVzZXJfYWdlIjoiMTk4NCIsInVzZXJfcGhvbmUiOiIwMTk4ODg3OTI5IiwidXNlcl9yYWNlIjoiQ2hpbmVzZSIsImNhbXBhaWduX2lkIjoiMTgyIiwiY2FtcGFpZ25fbmFtZSI6IlZhY2NpbmF0aW9uIEF3YXJlbmVzcyBDYW1wYWlnbiIsImNhbXBhaWduX3R5cGUiOiJvbmxpbmUiLCJjYW1wYWlnbl9sYW5kaW5nX3BhZ2UiOiJodHRwczovL2Z1eW9oLWFkcy5jb20vY2FtcGFpZ25fbGFuZGluZ19wYWdlLyJ9LCJpYXQiOjE2MjY3NjI3MDgsImV4cCI6MTYyNjc4MDcwOH0.Jqzs0ziHqqIJt3tnUqcuIM9ZOyQb5K7mpwNdNiXT9kw,200,5822,covid-19,20,dashboard,0 days 00:03:02,False,1
2394,175.137.134.115,2021-07-20 15:24:45+08:00,GET,_dashboard_list?token=%20eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJwYXlsb2FkIjp7InVzZXJfaWQiOjc5MCwidXNlcl90eXBlIjoiQ3VzdG9tZXIiLCJ1c2VyX2VtYWlsIjoibGlsbGlhbnd5a0BnbWFpbC5jb20iLCJ1c2VyX25hbWUiOiJMaWxsaWFuIFdhbmciLCJ1c2VyX2dlbmRlciI6ImZlbWFsZSIsInVzZXJfYWdlIjoiMTk4NCIsInVzZXJfcGhvbmUiOiIwMTk4ODg3OTI5IiwidXNlcl9yYWNlIjoiQ2hpbmVzZSIsImNhbXBhaWduX2lkIjoiMTgyIiwiY2FtcGFpZ25fbmFtZSI6IlZhY2NpbmF0aW9uIEF3YXJlbmVzcyBDYW1wYWlnbiIsImNhbXBhaWduX3R5cGUiOiJvbmxpbmUiLCJjYW1wYWlnbl9sYW5kaW5nX3BhZ2UiOiJodHRwczovL2Z1eW9oLWFkcy5jb20vY2FtcGFpZ25fbGFuZGluZ19wYWdlLyJ9LCJpYXQiOjE2MjY3NjI3MDgsImV4cCI6MTYyNjc4MDcwOH0.Jqzs0ziHqqIJt3tnUqcuIM9ZOyQb5K7mpwNdNiXT9kw,200,5822,covid-19,20,dashboard,0:00:01,False,1
2395,175.137.134.115,2021-07-20 15:24:45+08:00,GET,dashboard/,200,51163,covid-19,20,dashboard,0 days 00:00:20,False,1
2396,175.137.134.115,2021-07-20 15:25:05+08:00,GET,dashboard/,200,85887,covid-19,20,dashboard,0 days 00:00:02,False,1
2397,175.137.134.115,2021-07-20 15:25:07+08:00,POST,_update_track_page_without_login,200,201,covid-19,20,login,0 days 00:00:17,False,1
2398,175.137.134.115,2021-07-20 15:25:24+08:00,GET,assets/images/icons_images/SVG/scoreboard.svg,200,1379,covid-19,20,scoreboard,0:00:01,False,1
2399,175.137.134.115,2021-07-20 15:25:24+08:00,GET,assets/images/icons_images/SVG/scoreboard_active.svg,200,1386,covid-19,20,scoreboard,0:00:01,False,1
2400,175.137.134.115,2021-07-20 15:25:24+08:00,POST,_action_login,200,1119,covid-19,20,login,0:00:01,False,1
2401,175.137.134.115,2021-07-20 15:25:24+08:00,GET,assets/images/icons_images/SVG/dashboard.svg,200,1111,covid-19,20,dashboard,0:00:01,False,1
2402,175.137.134.115,2021-07-20 15:25:24+08:00,GET,assets/images/icons_images/SVG/profile.svg,200,1235,covid-19,20,profile,0:00:01,False,1
2403,175.137.134.115,2021-07-20 15:25:24+08:00,GET,assets/images/icons_images/SVG/profile_active.svg,200,1242,covid-19,20,profile,0:00:01,False,1
2404,175.137.134.115,2021-07-20 15:25:24+08:00,GET,assets/images/icons_images/SVG/faq.svg,200,682,covid-19,20,faq,0:00:01,False,1
2405,175.137.134.115,2021-07-20 15:25:24+08:00,GET,assets/images/icons_images/SVG/faq_active.svg,200,689,covid-19,20,faq,0:00:01,False,1
2406,175.137.134.115,2021-07-20 15:25:24+08:00,GET,assets/images/icons_images/SVG/dashboard_active.svg,200,1118,covid-19,20,dashboard,0:00:01,False,1
2407,175.137.134.115,2021-07-20 15:25:24+08:00,GET,/dashboard?notice=true,200,51163,covid-19,20,dashboard,0 days 00:00:01,False,1
2408,175.137.134.115,2021-07-20 15:25:25+08:00,GET,_dashboard_list?token=%20eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJwYXlsb2FkIjp7InVzZXJfaWQiOjc5MCwidXNlcl90eXBlIjoiQ3VzdG9tZXIiLCJ1c2VyX2VtYWlsIjoibGlsbGlhbnd5a0BnbWFpbC5jb20iLCJ1c2VyX25hbWUiOiJMaWxsaWFuIFdhbmciLCJ1c2VyX2dlbmRlciI6ImZlbWFsZSIsInVzZXJfYWdlIjoiMTk4NCIsInVzZXJfcGhvbmUiOiIwMTk4ODg3OTI5IiwidXNlcl9yYWNlIjoiQ2hpbmVzZSIsImNhbXBhaWduX2lkIjoiMTgyIiwiY2FtcGFpZ25fbmFtZSI6IlZhY2NpbmF0aW9uIEF3YXJlbmVzcyBDYW1wYWlnbiIsImNhbXBhaWduX3R5cGUiOiJvbmxpbmUiLCJjYW1wYWlnbl9sYW5kaW5nX3BhZ2UiOiJodHRwczovL2Z1eW9oLWFkcy5jb20vY2FtcGFpZ25fbGFuZGluZ19wYWdlLyJ9LCJpYXQiOjE2MjY3NjU5MjQsImV4cCI6MTYyNjc4MzkyNH0.hHDD5Y4KHDV9h0pFsd1o0UJFJVCRD0q1jBlsL7P5hn0,200,5822,covid-19,20,dashboard,0 days 00:02:28,False,1
2409,175.137.134.115,2021-07-20 15:27:53+08:00,GET,dashboard/,200,51163,covid-19,20,dashboard,0 days 00:00:01,False,1
2410,175.137.134.115,2021-07-20 15:27:54+08:00,GET,_dashboard_list?token=%20eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJwYXlsb2FkIjp7InVzZXJfaWQiOjc5MCwidXNlcl90eXBlIjoiQ3VzdG9tZXIiLCJ1c2VyX2VtYWlsIjoibGlsbGlhbnd5a0BnbWFpbC5jb20iLCJ1c2VyX25hbWUiOiJMaWxsaWFuIFdhbmciLCJ1c2VyX2dlbmRlciI6ImZlbWFsZSIsInVzZXJfYWdlIjoiMTk4NCIsInVzZXJfcGhvbmUiOiIwMTk4ODg3OTI5IiwidXNlcl9yYWNlIjoiQ2hpbmVzZSIsImNhbXBhaWduX2lkIjoiMTgyIiwiY2FtcGFpZ25fbmFtZSI6IlZhY2NpbmF0aW9uIEF3YXJlbmVzcyBDYW1wYWlnbiIsImNhbXBhaWduX3R5cGUiOiJvbmxpbmUiLCJjYW1wYWlnbl9sYW5kaW5nX3BhZ2UiOiJodHRwczovL2Z1eW9oLWFkcy5jb20vY2FtcGFpZ25fbGFuZGluZ19wYWdlLyJ9LCJpYXQiOjE2MjY3NjI3MDgsImV4cCI6MTYyNjc4MDcwOH0.Jqzs0ziHqqIJt3tnUqcuIM9ZOyQb5K7mpwNdNiXT9kw,200,5822,covid-19,20,dashboard,0 days 00:00:22,False,1
2411,175.137.134.115,2021-07-20 15:28:16+08:00,GET,contact_us,200,-,covid-19,20,contact_us,0 days 19:12:57,True,1
2412,115.164.185.77,2021-07-20 15:31:21+08:00,GET,quiz,200,63799,covid-19,20,quiz,0:00:00,True,1
2413,147.158.145.0,2021-07-20 15:32:24+08:00,POST,_update_track_page_without_login,200,201,covid-19,20,login,0:00:01,False,2
2414,147.158.145.0,2021-07-20 15:32:24+08:00,GET,quiz,200,63799,covid-19,20,quiz,0:00:00,True,2
2415,118.101.60.159,2021-07-20 15:46:26+08:00,GET,quiz?fbclid=IwAR0nSiYcyrLFJCQ6RATvUWVv25395awm_IVeFHQ67_LIUc2Go7SAaxBZOwg,200,63799,covid-19,20,quiz,0:00:00,True,1
2416,115.133.65.70,2021-07-20 15:49:38+08:00,GET,quiz?fbclid=IwAR3pYQ8fmr3OSkg7s9TMcqDcmzLG-hDVjK-ARoNTphH8VMsystbY9DXyvSo,200,63799,covid-19,20,quiz,0 days 00:00:03,False,1
2417,115.133.65.70,2021-07-20 15:49:41+08:00,POST,_update_track_page_without_login,200,201,covid-19,20,login,0:00:00,True,1
2418,113.210.57.20,2021-07-20 15:57:57+08:00,GET,quiz?fbclid=IwAR3lmGTvIunoYMeC1TDhfjdZmbDztUbRnsS1RfNrQPMXTRSzfvKIouT_Udg,200,63799,covid-19,20,quiz,0 days 06:21:30,True,1
2419,113.211.128.229,2021-07-20 16:11:04+08:00,GET,quiz?fbclid=IwAR14ByylszilUuIMwdQF1mUfcTXdRSYAondIjkZvx4GqHcqFcf0KF6qKlME,200,63799,covid-19,20,quiz,0:00:00,True,1
2420,115.164.219.102,2021-07-20 16:32:25+08:00,GET,quiz?fbclid=IwAR01HgWGvYNF5UPpvlGd97uwtvsaXAO3SCJ41TjMh19IMst3bGTBtKFV9EQ,200,63799,covid-19,20,quiz,0:00:00,True,1
2421,111.65.63.161,2021-07-20 16:33:28+08:00,GET,quiz?fbclid=IwAR3aAZ3KRzVPQR9CpBnAsSVnpBWDBHpsvVdbTkxSAmP5U5CUndwNcvG0fCo,200,63799,covid-19,20,quiz,0:00:00,True,1
2422,14.192.213.11,2021-07-20 16:34:14+08:00,GET,quiz?fbclid=IwAR3zi1Y0qyTXviTo-SgCl7Rsjp2CQsa4x4sHyCl3smVz4FU5WBzc0YVFUmw,200,63799,covid-19,20,quiz,0 days 00:00:06,False,1
2423,14.192.213.11,2021-07-20 16:34:20+08:00,POST,_update_track_page_without_login,200,201,covid-19,20,login,0:00:00,True,1
2424,202.168.64.145,2021-07-20 16:36:05+08:00,GET,quiz?fbclid=IwAR2biFTBXfRUv4E32Ido0vAW4aR0xe8CNpYY8KuPYJV_jB0Iaqc7olRGbnI,200,63799,covid-19,20,quiz,0:00:00,True,1
2425,183.171.126.192,2021-07-20 16:41:43+08:00,GET,quiz?fbclid=IwAR1moD1i_671YINCPHFXYF5hMfZNXgc9JjX2i_lrciwAv_p_fSLwQ4K7AQQ,200,63799,covid-19,20,quiz,0:00:00,True,1
2426,183.171.30.162,2021-07-20 16:43:14+08:00,GET,quiz?fbclid=IwAR3IfsibsoeebjieDhx6Hi3Tka3L8koCXJFcC3dbUAyEvzzbppLTP6xfHcU,200,63799,covid-19,20,quiz,0:00:00,True,1
2427,113.210.118.239,2021-07-20 16:43:47+08:00,GET,quiz?fbclid=IwAR3z2ksTg8SIBnaQV0dqjWjaIialFGw0v7mYjv7QLLQCWsAqTsdOuj2tZpU,200,63799,covid-19,20,quiz,0:00:00,True,1
2428,202.187.203.115,2021-07-20 16:50:06+08:00,GET,quiz?fbclid=IwAR3_a6qBmmsbMWkDs8lmfOvqj-NRMMPoi_OoA3Vi7zxYrTnFYj6gEJbvy3g,200,63799,covid-19,20,quiz,0:00:00,True,1
2429,60.51.3.59,2021-07-20 16:51:33+08:00,GET,quiz?fbclid=IwAR2ew2_uy3RuqhRC2vAhFr2z5Lm5xdpsEXubM9C5_8TpbgPET3jjLadJAjU,200,63799,covid-19,20,quiz,0 days 00:00:05,False,1
2430,60.51.3.59,2021-07-20 16:51:38+08:00,POST,_update_track_page_without_login,200,201,covid-19,20,login,0 days 00:01:00,False,1
2431,175.144.188.216,2021-07-20 16:52:29+08:00,GET,quiz?fbclid=IwAR1_1Hgj0P0hDrk-V3E0CpA-sg6_vqSrCvjfDgfEJJatcXAQ-IK91BXkO6s,200,63799,covid-19,20,quiz,0:00:00,True,2
2432,60.51.3.59,2021-07-20 16:52:38+08:00,GET,quiz?fbclid=IwAR2ew2_uy3RuqhRC2vAhFr2z5Lm5xdpsEXubM9C5_8TpbgPET3jjLadJAjU,200,63799,covid-19,20,quiz,0 days 00:00:05,False,1
2433,60.51.3.59,2021-07-20 16:52:43+08:00,POST,_update_track_page_without_login,200,201,covid-19,20,login,0:00:00,True,1
2434,60.48.160.150,2021-07-20 16:59:02+08:00,GET,quiz?fbclid=IwAR3a8J9A9QpOsPjEQr-b6TLXIiBB43whgoQe_AnxBXaB0gjo80dGKEGl8bM_aem_AQgNDZf5rE2IXGokOvOlGVzZLJ0cS76L9UAKj07Sq3FNWoj3K8L7Z7DYsuaXBusq-jTUA4VJejd0LzGqJW07YBWPPVkfXyCT9nnmQ4nVcxUEO5cHw1OWiWrAZwCuuUVmecQ,200,63799,covid-19,20,quiz,0:00:01,False,1
2435,60.48.160.150,2021-07-20 16:59:02+08:00,POST,_update_track_page_without_login,200,201,covid-19,20,login,0:00:00,True,1
2436,173.252.87.5,2021-07-20 17:11:36+08:00,GET,covid-19,200,49526,covid-19,20,main_page,0:00:00,True,1
2437,14.192.220.203,2021-07-20 17:12:47+08:00,GET,quiz?fbclid=IwAR2Y8-NgMd7EAguud8u83bxeOH9NrBjDb9YI_8RodPduxPvSn8yENlOrTz4,200,63799,covid-19,20,quiz,0:00:00,True,1
2438,173.252.111.20,2021-07-20 17:12:53+08:00,GET,quiz,200,63799,covid-19,20,quiz,1 days 03:30:30,True,1
2439,173.252.111.17,2021-07-20 17:12:53+08:00,GET,quiz,200,63799,covid-19,20,quiz,0 days 13:42:14,True,1
2440,115.164.86.84,2021-07-20 17:19:13+08:00,GET,quiz?fbclid=IwAR1QZ9x6GfFQ94VVOjjTzHyvqWOQGuQyGunj4ZAwj0fsSnvHUeOmSHSth6M,200,63799,covid-19,20,quiz,0:00:00,True,1
2441,113.210.117.210,2021-07-20 17:19:41+08:00,GET,quiz,200,63799,covid-19,20,quiz,0 days 00:00:12,False,1
2442,113.210.117.210,2021-07-20 17:19:53+08:00,GET,quiz,200,63799,covid-19,20,quiz,0:00:00,True,1
2443,202.188.199.105,2021-07-20 17:34:16+08:00,GET,quiz?fbclid=IwAR2AzgBhCpiLdWAwp8DasRLhynlNO74ZGMeubB4j8Z-eEEWpytbtsz6Jkes_aem_AQjUHbcrzNcsOEOdsi_PMpR-eH_Yzl_ZeOB4IyDDxiIGjI7qm9VQK-_kdgwd-jZMfmN2ADGHGpBoiiWIuxyMd5CgtFzxsa0Va4bNzZlSbdc45mpoeFanR0_kIYSwTlL92Gw,200,63799,covid-19,20,quiz,0 days 00:00:01,False,1
2444,202.188.199.105,2021-07-20 17:34:17+08:00,POST,_update_track_page_without_login,200,201,covid-19,20,login,0:00:00,True,1
2445,115.164.217.47,2021-07-20 17:37:23+08:00,GET,quiz?fbclid=IwAR0VeP-g-t0GWZE88wtyo6akQtzUIFBQzJ5fq8uy4qJtL2vrN02BjALu-xM,200,63799,covid-19,20,quiz,0:00:00,True,1
2446,27.125.248.21,2021-07-20 17:40:26+08:00,GET,quiz?fbclid=IwAR1ViB6wUJF5qpxpjTekVaK3z6Hx6E29k6Zw55hh-rIWt_8piaMrJsmg84o,200,63799,covid-19,20,quiz,0:00:00,True,1
2447,113.210.49.177,2021-07-20 17:42:23+08:00,GET,quiz,200,63799,covid-19,20,quiz,0 days 00:00:09,False,1
2448,113.210.49.177,2021-07-20 17:42:32+08:00,POST,_update_track_page_without_login,200,201,covid-19,20,login,0 days 00:00:58,False,1
2449,113.210.49.177,2021-07-20 17:43:30+08:00,GET,assets/landing_page/vendors/bootstrap/dist/js/bootstrap.min.js,200,58072,covid-19,20,landing_page,0:00:01,False,1
2450,113.210.49.177,2021-07-20 17:43:30+08:00,GET,assets/landing_page/vendors/bootstrap/dist/css/bootstrap.min.css,200,155758,covid-19,20,landing_page,0:00:01,False,1
2451,113.210.49.177,2021-07-20 17:43:30+08:00,GET,assets/landing_page/vendors/hover-master/css/hover.css,200,114697,covid-19,20,landing_page,0:00:01,False,1
2452,113.210.49.177,2021-07-20 17:43:30+08:00,GET,assets/landing_page/styles.css,200,27066,covid-19,20,landing_page,0:00:01,False,1
2453,113.210.49.177,2021-07-20 17:43:30+08:00,GET,assets/landing_page/vendors/datatable/js/jquery-3.5.js,200,89475,covid-19,20,landing_page,0:00:01,False,1
2454,113.210.49.177,2021-07-20 17:43:30+08:00,GET,assets/landing_page/Images/img-01.png,200,735602,covid-19,20,landing_page,0 days 00:00:01,False,1
2455,113.210.49.177,2021-07-20 17:43:31+08:00,GET,assets/landing_page/Fonts/Arca%20Majora%203/ArcaMajora3-Bold.otf,200,29568,covid-19,20,landing_page,0:00:01,False,1
2456,113.210.49.177,2021-07-20 17:43:31+08:00,GET,assets/landing_page/Images/img-02.png,200,145795,covid-19,20,landing_page,0:00:01,False,1
2457,113.210.49.177,2021-07-20 17:43:31+08:00,GET,assets/landing_page/Fonts/Montserrat/Montserrat-Regular.ttf,200,245708,covid-19,20,landing_page,0:00:01,False,1
2458,113.210.49.177,2021-07-20 17:43:31+08:00,GET,assets/landing_page/Fonts/Montserrat/Montserrat-Bold.ttf,200,244468,covid-19,20,landing_page,0:00:01,False,1
2459,113.210.49.177,2021-07-20 17:43:31+08:00,GET,assets/landing_page/Images/icon-06.png,200,6574,covid-19,20,landing_page,0 days 00:00:01,False,1
2460,113.210.49.177,2021-07-20 17:43:32+08:00,GET,assets/landing_page/Images/mysejahtera.png,200,187528,covid-19,20,landing_page,0:00:01,False,1
2461,113.210.49.177,2021-07-20 17:43:32+08:00,GET,assets/landing_page/Images/bg-04.png,200,164493,covid-19,20,landing_page,0:00:01,False,1
2462,113.210.49.177,2021-07-20 17:43:32+08:00,GET,assets/landing_page/Images/bg-01.png,200,348343,covid-19,20,landing_page,0:00:01,False,1
2463,113.210.49.177,2021-07-20 17:43:32+08:00,GET,assets/landing_page/Images/img-08.png,200,15670,covid-19,20,landing_page,0:00:01,False,1
